username,title,location,ID de la respuesta,Pregunta,Respuesta,Respuesta Correcta,block_key,state
sandracarolina077,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Checkboxes,393df93e342e416fbb0c73bb1fecd78c_2_1,Pregunta 1,"a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.","a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@393df93e342e416fbb0c73bb1fecd78c,"{""correct_map"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {}}, ""last_submission_time"": ""2020-04-16T19:25:06Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": [""choice_0"", ""choice_1"", ""choice_2""]}, ""seed"": 1}"
mmiranda,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Checkboxes,,,,,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@393df93e342e416fbb0c73bb1fecd78c,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {}}}"
A-3026,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Checkboxes,393df93e342e416fbb0c73bb1fecd78c_2_1,Pregunta 1,"a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.","a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@393df93e342e416fbb0c73bb1fecd78c,"{""correct_map"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {}}, ""last_submission_time"": ""2020-04-20T15:46:23Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": [""choice_0"", ""choice_1"", ""choice_2""]}, ""seed"": 1}"
ELSA_DE_LA_CRUZ,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Checkboxes,393df93e342e416fbb0c73bb1fecd78c_2_1,Pregunta 1,"a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.","a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@393df93e342e416fbb0c73bb1fecd78c,"{""correct_map"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {}}, ""last_submission_time"": ""2020-04-19T03:59:26Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": [""choice_0"", ""choice_1"", ""choice_2""]}, ""seed"": 1}"
SandraFuentes,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Checkboxes,393df93e342e416fbb0c73bb1fecd78c_2_1,Pregunta 1,"a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.","a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@393df93e342e416fbb0c73bb1fecd78c,"{""correct_map"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {}}, ""last_submission_time"": ""2020-04-16T19:40:09Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": [""choice_0"", ""choice_1"", ""choice_2""]}, ""seed"": 1}"
YohaSwea,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Checkboxes,393df93e342e416fbb0c73bb1fecd78c_2_1,Pregunta 1,"a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.","a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@393df93e342e416fbb0c73bb1fecd78c,"{""correct_map"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {}}, ""last_submission_time"": ""2020-04-23T21:45:31Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": [""choice_0"", ""choice_1"", ""choice_2""]}, ""seed"": 1}"
BELEN_2020,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Checkboxes,393df93e342e416fbb0c73bb1fecd78c_2_1,Pregunta 1,"a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.","a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@393df93e342e416fbb0c73bb1fecd78c,"{""correct_map"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {}}, ""last_submission_time"": ""2020-04-20T06:40:01Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": [""choice_0"", ""choice_1"", ""choice_2""]}, ""seed"": 1}"
Jano,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Checkboxes,393df93e342e416fbb0c73bb1fecd78c_2_1,Pregunta 1,"a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.","a) Siempre después de un corazón viene un círculo., b) Los colores amarillo y verde se presentan alternados en las figuras., c) Siempre antes de una estrella amarilla hay un círculo verde.",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@393df93e342e416fbb0c73bb1fecd78c,"{""correct_map"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": {}}, ""last_submission_time"": ""2020-04-18T18:44:28Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""393df93e342e416fbb0c73bb1fecd78c_2_1"": [""choice_0"", ""choice_1"", ""choice_2""]}, ""seed"": 1}"
UsuarioPruebaCMMEDU,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,e52d679557ab42068a0252edc316d745_2_1,Pregunta 1,No,No,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""correct_map"": {""e52d679557ab42068a0252edc316d745_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}, ""last_submission_time"": ""2020-04-24T16:08:47Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""e52d679557ab42068a0252edc316d745_2_1"": ""choice_1""}, ""seed"": 1}"
BeckyRC,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,,,,,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}}"
Maria_Angelica,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,e52d679557ab42068a0252edc316d745_2_1,Pregunta 1,No,No,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""correct_map"": {""e52d679557ab42068a0252edc316d745_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}, ""last_submission_time"": ""2020-04-16T15:04:32Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""e52d679557ab42068a0252edc316d745_2_1"": ""choice_1""}, ""seed"": 1}"
b_alvarez,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,e52d679557ab42068a0252edc316d745_2_1,Pregunta 1,No,No,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""correct_map"": {""e52d679557ab42068a0252edc316d745_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}, ""last_submission_time"": ""2020-04-16T23:42:05Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""e52d679557ab42068a0252edc316d745_2_1"": ""choice_1""}, ""seed"": 1}"
alicia,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,e52d679557ab42068a0252edc316d745_2_1,Pregunta 1,No,No,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""correct_map"": {""e52d679557ab42068a0252edc316d745_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}, ""last_submission_time"": ""2020-04-20T19:22:12Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""e52d679557ab42068a0252edc316d745_2_1"": ""choice_1""}, ""seed"": 1}"
JACT,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,e52d679557ab42068a0252edc316d745_2_1,Pregunta 1,No,No,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""correct_map"": {""e52d679557ab42068a0252edc316d745_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}, ""last_submission_time"": ""2020-04-22T21:14:02Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""e52d679557ab42068a0252edc316d745_2_1"": ""choice_1""}, ""seed"": 1}"
Jennifer_Escalona,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,e52d679557ab42068a0252edc316d745_2_1,Pregunta 1,No,No,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""correct_map"": {""e52d679557ab42068a0252edc316d745_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}, ""last_submission_time"": ""2020-04-20T18:32:09Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""e52d679557ab42068a0252edc316d745_2_1"": ""choice_1""}, ""seed"": 1}"
Alfonso,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,e52d679557ab42068a0252edc316d745_2_1,Pregunta 1,No,No,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""correct_map"": {""e52d679557ab42068a0252edc316d745_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}, ""last_submission_time"": ""2020-04-20T14:57:48Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""e52d679557ab42068a0252edc316d745_2_1"": ""choice_1""}, ""seed"": 1}"
BELEN_OSORIO,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #1 > Multiple Choice,e52d679557ab42068a0252edc316d745_2_1,Pregunta 1,Sí,No,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@e52d679557ab42068a0252edc316d745,"{""correct_map"": {""e52d679557ab42068a0252edc316d745_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""e52d679557ab42068a0252edc316d745_2_1"": {}}, ""last_submission_time"": ""2020-04-15T22:37:08Z"", ""attempts"": 1, ""score"": {""raw_possible"": 1, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""e52d679557ab42068a0252edc316d745_2_1"": ""choice_0""}, ""seed"": 1}"
